business_address,business_city,business_name,business_state,business_type,business_website,business_zip,contact_email,contact_name,contact_number,date_posted,date_scraped,description,hospital_id,hospital_name,hospital_type,job_address,job_city,job_salary,job_state,job_type,source_site,specialty,title,url
,Shawnee,SSM Health,OK,,,,,,,"Sep 30, 2020",11/01/2021 16:56:59,,,SSM Health,,,Shawnee,,OK,,jamanetwork,Surgery,"Physician, Orthopedic Surgeon ",careers.jamanetwork.com/job/110164808/physician-orthopedic-surgeon-/?LinkSource=PromotedJob
,Saint Louis,SSM Health,MO,,,,,,,"Sep 03, 2020",11/01/2021 16:56:59,,,SSM Health,,,Saint Louis,,MO,,jamanetwork,Obstetrics,Physician-OB Hospitalist  (H),careers.jamanetwork.com/job/110163491/physician-ob-hospitalist-h-/?LinkSource=PromotedJob
,Mount Vernon,SSM Health,IL,,,,,,,"Sep 03, 2020",11/01/2021 16:56:59,,,SSM Health,,,Mount Vernon,,IL,,jamanetwork,Urology,Physician - Urologist ,careers.jamanetwork.com/job/110163494/physician-urologist-/?LinkSource=PromotedJob
,Monroe,SSM Health,WI,,,,aron.dolan@ssmhealth.com,,608-250-1156,"Sep 19, 2020",11/01/2021 16:57:02,,,SSM Health,,,Monroe,,WI,,jamanetwork,Family Medicine,Family Medicine Physician,careers.jamanetwork.com/job/110164269/family-medicine-physician/?LinkSource=PromotedJob
,,MDstaffers,Wisconsin,,,,,,,"Oct 03, 2020",11/01/2021 16:57:03,,,MDstaffers,,,,,Wisconsin,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Wisconsin),careers.jamanetwork.com/job/110165125/telemedicine-psychiatrist-remote-wisconsin-/?LinkSource=PromotedJob
,,MDstaffers,Idaho,,,,,,,"Sep 18, 2020",11/01/2021 16:57:04,,,MDstaffers,,,,,Idaho,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Idaho),careers.jamanetwork.com/job/110164161/telemedicine-psychiatrist-remote-idaho-/?LinkSource=PromotedJob
,Woodland,MDstaffers,California,,,,,,,"Sep 24, 2020",11/01/2021 16:57:04,,,MDstaffers,,,Woodland,,California,,jamanetwork,Neurology,"Neurologist (Woodland, CA)",careers.jamanetwork.com/job/110164513/neurologist-woodland-ca-/?LinkSource=PromotedJob
,,MDstaffers,New York,,,,,,,"Oct 03, 2020",11/01/2021 16:57:04,,,MDstaffers,,,,,New York,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (New York),careers.jamanetwork.com/job/110165134/telemedicine-psychiatrist-remote-new-york-/?LinkSource=PromotedJob
,,MDstaffers,North Carolina,,,,,,,"Oct 03, 2020",11/01/2021 16:57:04,,,MDstaffers,,,,,North Carolina,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (North Carolina),careers.jamanetwork.com/job/110165133/telemedicine-psychiatrist-remote-north-carolina-/?LinkSource=PromotedJob
,,MDstaffers,California,,,,,,,"Oct 01, 2020",11/01/2021 16:57:05,,,MDstaffers,,,,,California,,jamanetwork,Psychiatry,Telemedicine Psychiatrist (California),careers.jamanetwork.com/job/110164910/telemedicine-psychiatrist-california-/?LinkSource=PromotedJob
,,MDstaffers,Michigan,,,,,,,"Oct 03, 2020",11/01/2021 16:57:07,,,MDstaffers,,,,,Michigan,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Michigan),careers.jamanetwork.com/job/110165140/telemedicine-psychiatrist-remote-michigan-/?LinkSource=PromotedJob
,,MDstaffers,Massachusetts,,,,,,,"Oct 03, 2020",11/01/2021 16:57:07,,,MDstaffers,,,,,Massachusetts,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Massachusetts),careers.jamanetwork.com/job/110165141/telemedicine-psychiatrist-remote-massachusetts-/?LinkSource=PromotedJob
,,MDstaffers,Mississippi,,,,,,,"Oct 03, 2020",11/01/2021 16:57:08,,,MDstaffers,,,,,Mississippi,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Mississippi),careers.jamanetwork.com/job/110165139/telemedicine-psychiatrist-remote-mississippi-/?LinkSource=PromotedJob
,,MDstaffers,Louisiana,,,,,,,"Oct 03, 2020",11/01/2021 16:57:09,,,MDstaffers,,,,,Louisiana,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Louisiana),careers.jamanetwork.com/job/110165143/telemedicine-psychiatrist-remote-louisiana-/?LinkSource=PromotedJob
,,MDstaffers,New Jersey,,,,,,,"Oct 03, 2020",11/01/2021 16:57:09,,,MDstaffers,,,,,New Jersey,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (New Jersey),careers.jamanetwork.com/job/110165136/telemedicine-psychiatrist-remote-new-jersey-/?LinkSource=PromotedJob
,,MDstaffers,Nebraska,,,,,,,"Oct 03, 2020",11/01/2021 16:57:10,,,MDstaffers,,,,,Nebraska,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Nebraska),careers.jamanetwork.com/job/110165137/telemedicine-psychiatrist-remote-nebraska-/?LinkSource=PromotedJob
,,MDstaffers,Missouri,,,,,,,"Oct 03, 2020",11/01/2021 16:57:12,,,MDstaffers,,,,,Missouri,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Missouri),careers.jamanetwork.com/job/110165138/telemedicine-psychiatrist-remote-missouri-/?LinkSource=PromotedJob
,Oklahoma City,SSM Health,OK,,,,,,,"Sep 24, 2020",11/01/2021 16:57:13,,,SSM Health,,,Oklahoma City,,OK,,jamanetwork,Cardiology,"Physician, Cardiothoracic Surgery, SSM Health  ",careers.jamanetwork.com/job/110164499/physician-cardiothoracic-surgery-ssm-health-/?LinkSource=PromotedJob
,,MDstaffers,New Mexico,,,,,,,"Oct 03, 2020",11/01/2021 16:57:15,,,MDstaffers,,,,,New Mexico,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (New Mexico),careers.jamanetwork.com/job/110165135/telemedicine-psychiatrist-remote-new-mexico-/?LinkSource=PromotedJob
,,MDstaffers,Maryland,,,,,,,"Oct 03, 2020",11/01/2021 16:57:19,,,MDstaffers,,,,,Maryland,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Maryland),careers.jamanetwork.com/job/110165142/telemedicine-psychiatrist-remote-maryland-/?LinkSource=PromotedJob
,Freeport,SSM Health,IL,,,,,,,"Oct 10, 2020",11/01/2021 16:57:20,,,SSM Health,,,Freeport,,IL,,jamanetwork,Cardiology,"Physician, Non-Invasive Cardiologist-Monroe Clinic",careers.jamanetwork.com/job/110165473/physician-non-invasive-cardiologist-monroe-clinic/?LinkSource=PromotedJob
,,MDstaffers,Illinois,,,,,,,"Oct 03, 2020",11/01/2021 16:57:21,,,MDstaffers,,,,,Illinois,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Illinois),careers.jamanetwork.com/job/110165144/telemedicine-psychiatrist-remote-illinois-/?LinkSource=PromotedJob
,Mount Vernon,SSM Health,IL,,,,,,,"Oct 09, 2020",11/01/2021 16:57:22,,,SSM Health,,,Mount Vernon,,IL,,jamanetwork,Hematology,Physician - Hematology/Oncology ,careers.jamanetwork.com/job/110165421/physician-hematology-oncology-/?LinkSource=PromotedJob
,Madison,SSM Health,WI,,,,,,,"Oct 14, 2020",11/01/2021 16:57:23,,,SSM Health,,,Madison,,WI,,jamanetwork,Surgery,Physician-Neurosurgery-SSM Health Outpatient Center,careers.jamanetwork.com/job/110165624/physician-neurosurgery-ssm-health-outpatient-center/?LinkSource=PromotedJob
,,MDstaffers,Alabama,,,,,,,"Oct 03, 2020",11/01/2021 16:57:24,,,MDstaffers,,,,,Alabama,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Alabama),careers.jamanetwork.com/job/110165150/telemedicine-psychiatrist-remote-alabama-/?LinkSource=PromotedJob
,,MDstaffers,Georgia,,,,,,,"Oct 03, 2020",11/01/2021 16:57:24,,,MDstaffers,,,,,Georgia,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Georgia),careers.jamanetwork.com/job/110165145/telemedicine-psychiatrist-remote-georgia-/?LinkSource=PromotedJob
,Highland,MDstaffers,California,,,,,,,"Oct 15, 2020",11/01/2021 16:57:28,,,MDstaffers,,,Highland,,California,,jamanetwork,Pediatrics,"Pediatrician (Highland, CA)",careers.jamanetwork.com/job/110165647/pediatrician-highland-ca-/?LinkSource=PromotedJob
,Linda,MDstaffers,California,,,,,,,"Oct 15, 2020",11/01/2021 16:57:28,,,MDstaffers,,,Linda,,California,,jamanetwork,Family Medicine,"Family Medicine Physician (Linda, CA)",careers.jamanetwork.com/job/110165648/family-medicine-physician-linda-ca-/?LinkSource=PromotedJob
,Baraboo,SSM Health,WI,,,,aaron.dolan@ssmhealth.com,,608-250-1156,"Oct 06, 2020",11/01/2021 16:57:29,,,SSM Health,,,Baraboo,,WI,,jamanetwork,Family Medicine,Physician - FM ,careers.jamanetwork.com/job/110165214/physician-fm-/?LinkSource=PromotedJob
,,MDstaffers,Washington,,,,,,,"Oct 03, 2020",11/01/2021 16:57:33,,,MDstaffers,,,,,Washington,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Washington),careers.jamanetwork.com/job/110165126/telemedicine-psychiatrist-remote-washington-/?LinkSource=PromotedJob
,Madison,SSM Health,WI,,,,,,,"Oct 22, 2020",11/01/2021 16:57:33,,,SSM Health,,,Madison,,WI,,jamanetwork,Cardiology,Physician-Cardiologist-Non Invasive-SSM Outpatient Center,careers.jamanetwork.com/job/110166041/physician-cardiologist-non-invasive-ssm-outpatient-center/?LinkSource=PromotedJob
,Dallas,UT Southwestern Medical Center - Dept of Ophthalmology,Texas,,,,Stewart.king@utsouthwestern.edu,,390-9057,"Oct 23, 2020",11/01/2021 16:57:34,,,UT Southwestern Medical Center - Dept of Ophthalmology,,,Dallas,,Texas,Full Time,jamanetwork,Ophthalmology,Comprehensive Ophthalmologist,careers.jamanetwork.com/job/110166104/comprehensive-ophthalmologist/?LinkSource=PremiumListing
,Grass Valley,MDstaffers,California,,,,,,,"Oct 15, 2020",11/01/2021 16:57:35,,,MDstaffers,,,Grass Valley,,California,,jamanetwork,Psychiatry,"Psychiatrist (Grass Valley, CA)",careers.jamanetwork.com/job/110165649/psychiatrist-grass-valley-ca-/?LinkSource=PromotedJob
,Wyandanch,MDstaffers,New York,,,,,,,"Oct 17, 2020",11/01/2021 16:57:37,,,MDstaffers,,,Wyandanch,,New York,,jamanetwork,Family Medicine,"Family Medicine Physician (Wyandanch, NY)",careers.jamanetwork.com/job/110165812/family-medicine-physician-wyandanch-ny-/?LinkSource=PromotedJob
,Woodland,MDstaffers,California,,,,,,,"Oct 15, 2020",11/01/2021 16:57:38,,,MDstaffers,,,Woodland,,California,,jamanetwork,Hematology,"Hematologist-Oncologist (Woodland, CA)",careers.jamanetwork.com/job/110165650/hematologist-oncologist-woodland-ca-/?LinkSource=PromotedJob
,Ft. Riley,Defense Health Agency (DHA),KS,,,,,,,"Oct 23, 2020",11/01/2021 16:57:40,,,Defense Health Agency (DHA),,,Ft. Riley,,KS,,jamanetwork,Allergy / Immunology,Allergy & Immunology Physician,careers.jamanetwork.com/job/110166155/allergy-and-immunology-physician/?LinkSource=PromotedJob
,,MDstaffers,Florida,,,,,,,"Oct 11, 2020",11/01/2021 16:57:42,,,MDstaffers,,,,,Florida,,jamanetwork,Psychiatry,Telemedicine Psychiatrist *REMOTE* (Florida),careers.jamanetwork.com/job/110165475/telemedicine-psychiatrist-remote-florida-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:42,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Family Medicine,Executive Medical Director Primary Care,careers.jamanetwork.com/job/110166813/executive-medical-director-primary-care/?LinkSource=PromotedJob
,Hilton Head Island,MDstaffers,South Carolina,,,,,,,"Oct 16, 2020",11/01/2021 16:57:42,,,MDstaffers,,,Hilton Head Island,,South Carolina,,jamanetwork,Urology,"Urologist (Hilton Head Island, SC)",careers.jamanetwork.com/job/110165756/urologist-hilton-head-island-sc-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,434-200-6284,"Oct 27, 2020",11/01/2021 16:57:43,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Family Medicine,Family Medicine - Faculty - OB Required (FPOB),careers.jamanetwork.com/job/110166814/family-medicine-faculty-ob-required-fpob-/?LinkSource=PromotedJob
,Hicksville,MDstaffers,New York,,,,,,,"Oct 15, 2020",11/01/2021 16:57:43,,,MDstaffers,,,Hicksville,,New York,,jamanetwork,Pediatrics,"Pediatrician (Hicksville, NY)",careers.jamanetwork.com/job/110165646/pediatrician-hicksville-ny-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,,,,"Oct 27, 2020",11/01/2021 16:57:44,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Other Specialty,Acute Care Surgery Opportunity,careers.jamanetwork.com/job/110166808/acute-care-surgery-opportunity/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,Elizabeth.Salasin@CentraHealth.com,,434-200-3153,"Oct 27, 2020",11/01/2021 16:57:45,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Hematology,"Hematology/Oncology at Alan B Pearson Cancer Center, Lynchburg, VA",careers.jamanetwork.com/job/110166821/hematology-oncology-at-alan-b-pearson-cancer-center-lynchburg-va/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,434.200.6824,"Oct 27, 2020",11/01/2021 16:57:48,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Other Specialty,FM/IM Physician - Centra Medical Group Nationwide,careers.jamanetwork.com/job/110166817/fm-im-physician-centra-medical-group-nationwide/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:48,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Gynecology,OB/GYN physician - Full time,careers.jamanetwork.com/job/110166827/ob-gyn-physician-full-time/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:48,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Critical Care Medicine,Associate Medical Director Critical Care Opportunity,careers.jamanetwork.com/job/110166809/associate-medical-director-critical-care-opportunity/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:50,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Neurology,"Outpatient Neurologist - In Beautiful Lynchburg, Virginia",careers.jamanetwork.com/job/110166828/outpatient-neurologist-in-beautiful-lynchburg-virginia/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:53,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Endocrinology,"Endocrinologist - Lynchburg, VA",careers.jamanetwork.com/job/110166812/endocrinologist-lynchburg-va/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:53,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Emergency Medicine,"Part-time Urgent Care Physician Opportunity: Walk-Ins - No Call (Forest, VA)",careers.jamanetwork.com/job/110166829/part-time-urgent-care-physician-opportunity-walk-ins-no-call-forest-va-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:57:57,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Surgery,Vascular Surgeon,careers.jamanetwork.com/job/110166839/vascular-surgeon/?LinkSource=PromotedJob
,Dallas,UT Southwestern Medical Center - Dept of Ophthalmology,Texas,,,,nancy.mcculloch@utsouthwestern.edu,,390-9057,"Nov 05, 2020",11/01/2021 16:57:58,,,UT Southwestern Medical Center - Dept of Ophthalmology,,,Dallas,,Texas,Full Time,jamanetwork,Ophthalmology,Ocular Oncologist,careers.jamanetwork.com/job/110167438/ocular-oncologist/?LinkSource=PremiumListing
,Dallas,UT Southwestern Medical Center - Dept of Ophthalmology,Texas,,,,Stewart.King@utsouthwestern.edu,,390-9057,"Nov 05, 2020",11/01/2021 16:57:59,,,UT Southwestern Medical Center - Dept of Ophthalmology,,,Dallas,,Texas,Full Time,jamanetwork,Neurology,Neuro-Ophthalmologist ,careers.jamanetwork.com/job/110167437/neuro-ophthalmologist-/?LinkSource=PremiumListing
,Dallas,UT Southwestern Medical Center - Dept of Ophthalmology,Texas,,,,Stewart.King@utsouthwestern.edu,,390-9057,"Nov 05, 2020",11/01/2021 16:58:02,,,UT Southwestern Medical Center - Dept of Ophthalmology,,,Dallas,,Texas,Full Time,jamanetwork,Ophthalmology,Singular or Combined Interest Uveitis Faculty Position,careers.jamanetwork.com/job/110167436/singular-or-combined-interest-uveitis-faculty-position/?LinkSource=PremiumListing
,San Rafael,MDstaffers,California,,,,,,,"Nov 08, 2020",11/01/2021 16:58:03,,,MDstaffers,,,San Rafael,,California,,jamanetwork,Psychiatry,"Psychiatrist (San Rafael, CA)",careers.jamanetwork.com/job/110167682/psychiatrist-san-rafael-ca-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,elizabeth.salasin@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:58:06,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Other Specialty,Psychiatrist - Consult Liaison Medical Director,careers.jamanetwork.com/job/110166832/psychiatrist-consult-liaison-medical-director/?LinkSource=PromotedJob
,Fond du Lac,SSM Health,WI,,,,kirsten.sukow@ssmhealth.com,,608.294.6039,"Nov 11, 2020",11/01/2021 16:58:10,,,SSM Health,,,Fond du Lac,,WI,,jamanetwork,Dermatology,Dermatology Physician Fond du Lac Regional Clinic,careers.jamanetwork.com/job/110167832/dermatology-physician-fond-du-lac-regional-clinic/?LinkSource=PromotedJob
,Hicksville,MDstaffers,New York,,,,,,,"Nov 11, 2020",11/01/2021 16:58:10,,,MDstaffers,,,Hicksville,,New York,,jamanetwork,Infectious Disease,"Infectious Disease Physician (Hicksville, NY)",careers.jamanetwork.com/job/110167834/infectious-disease-physician-hicksville-ny-/?LinkSource=PromotedJob
,Fond du Lac,SSM Health,WI,,,,,,,"Nov 14, 2020",11/01/2021 16:58:10,,,SSM Health,,,Fond du Lac,,WI,,jamanetwork,Neurology,General Neurologist-Fond du Lac Regional Clinic,careers.jamanetwork.com/job/110167984/general-neurologist-fond-du-lac-regional-clinic/?LinkSource=PromotedJob
,Waupun,SSM Health,WI,,,,,,,"Nov 14, 2020",11/01/2021 16:58:11,,,SSM Health,,,Waupun,,WI,,jamanetwork,Obstetrics,OB/GYN,careers.jamanetwork.com/job/110167986/ob-gyn/?LinkSource=PromotedJob
,,MDstaffers,Washington,,,,,,,"Nov 12, 2020",11/01/2021 16:58:14,,,MDstaffers,,,,,Washington,,jamanetwork,Other Specialty,Addiction Specialist Physician (Washington),careers.jamanetwork.com/job/110167900/addiction-specialist-physician-washington-/?LinkSource=PromotedJob
,Saint Louis,SSM Health,MO,,,,,,,"Nov 14, 2020",11/01/2021 16:58:16,,,SSM Health,,,Saint Louis,,MO,,jamanetwork,Other Specialty,System Vice President of Pharmacy,careers.jamanetwork.com/job/110167988/system-vice-president-of-pharmacy/?LinkSource=PromotedJob
,,MDstaffers,New Jersey,,,,,,,"Nov 15, 2020",11/01/2021 16:58:17,,,MDstaffers,,,,,New Jersey,,jamanetwork,Emergency Medicine,Telemedicine Family Medicine Physician - Virtual Urgent Care (New Jersey),careers.jamanetwork.com/job/110168121/telemedicine-family-medicine-physician-virtual-urgent-care-new-jersey-/?LinkSource=PromotedJob
,Lynchburg,Centra Medical Group,VA,,,,elizabeth.salasin@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:58:19,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Psychiatry,Psychiatrist - Outpatient Adult (APP Supervisor),careers.jamanetwork.com/job/110166834/psychiatrist-outpatient-adult-app-supervisor-/?LinkSource=PromotedJob
,Tucson,BANNER UNIVERSITY MEDICAL CENTER - TUCSON (BUMC-T),Arizona,,,,doctors@bannerhealth.com,,602-747-8203,"Nov 18, 2020",11/01/2021 16:58:22,,,BANNER UNIVERSITY MEDICAL CENTER - TUCSON (BUMC-T),,,Tucson,,Arizona,Full Time,jamanetwork,Gastroenterology,ACADEMIC HEPATOLOGIST,careers.jamanetwork.com/job/110168168/academic-hepatologist/?LinkSource=PremiumListing
,Lynchburg,Centra Medical Group,VA,,,,Elizabeth.Salasin@CentraHealth.com,,434-485-2008,"Oct 27, 2020",11/01/2021 16:58:22,,,Centra Medical Group,,,Lynchburg,,VA,,jamanetwork,Urology,"Urologist - Lynchburg, VA",careers.jamanetwork.com/job/110166838/urologist-lynchburg-va/?LinkSource=PromotedJob
,Tucson,BANNER UNIVERSITY MEDICAL GROUP (BUMG),Arizona,,,,doctors@bannerhealth.com,,,"Nov 18, 2020",11/01/2021 16:58:22,,,BANNER UNIVERSITY MEDICAL GROUP (BUMG),,,Tucson,,Arizona,Full Time,jamanetwork,Internal Medicine,OUTPATIENT INTERNAL MEDICINE with Academic Affiliation,careers.jamanetwork.com/job/110168275/outpatient-internal-medicine-with-academic-affiliation/?LinkSource=PremiumListing
,Fond du Lac,SSM Health,WI,,,,,,,"Nov 14, 2020",11/01/2021 16:58:23,,,SSM Health,,,Fond du Lac,,WI,,jamanetwork,Neurology,General Neurologist-Fond du Lac Regional Clinic,careers.jamanetwork.com/job/110167985/general-neurologist-fond-du-lac-regional-clinic/?LinkSource=PromotedJob
,Danville,Centra Medical Group,VA,,,,adam.meyer@centrahealth.com,,,"Oct 27, 2020",11/01/2021 16:58:25,,,Centra Medical Group,,,Danville,,VA,,jamanetwork,Emergency Medicine,Urgent Care Opportunity - Shift Work/No-Call in Beautiful Southern Virginia,careers.jamanetwork.com/job/110166837/urgent-care-opportunity-shift-work-no-call-in-beautiful-southern-virginia/?LinkSource=PromotedJob
,,MDstaffers,Tennessee,,,,,,,"Nov 23, 2020",11/01/2021 16:58:25,,,MDstaffers,,,,,Tennessee,,jamanetwork,Psychiatry,Telepsychiatrist (Tennessee),careers.jamanetwork.com/job/110168550/telepsychiatrist-tennessee-/?LinkSource=PromotedJob
,Phoenix,BANNER UNIVERSITY MEDICAL CENTER - PHOENIX (BUMC-P),Arizona,,,,,,(602) 747-4521,"Dec 15, 2020",11/01/2021 16:58:29,,,BANNER UNIVERSITY MEDICAL CENTER - PHOENIX (BUMC-P),,,Phoenix,,Arizona,Full Time,jamanetwork,Critical Care Medicine,ACADEMIC TRANSPLANT PULMONOLOGIST: Banner University Medical Center – Phoenix (BUMC-P),careers.jamanetwork.com/job/110169700/academic-transplant-pulmonologist-banner-university-medical-center-phoenix-bumc-p-/?LinkSource=PremiumListing
,Indianapolis,IU Health Physicians,Indiana,,,,mwallace11@iuhealth.org,,(317) 962-4560,"Jan 04, 2021",11/01/2021 16:58:29,,,IU Health Physicians,,,Indianapolis,,Indiana,,jamanetwork,Otolaryngology,IU Health Physicians - Otolaryngologist (Greater Indianapolis Area),careers.jamanetwork.com/job/110170874/iu-health-physicians-otolaryngologist-greater-indianapolis-area-/?LinkSource=PromotedJob
,Wausau,Aspirus Medical Group,Wisconsin,,,,,,,"Oct 19, 2020",11/01/2021 16:58:29,,,Aspirus Medical Group,,,Wausau,,Wisconsin,Full Time,jamanetwork,Family Medicine,"Family Medicine Program Director - Wausau, Wisconsin",careers.jamanetwork.com/job/110165925/family-medicine-program-director-wausau-wisconsin/?LinkSource=PremiumListing
,Ft. Gordon,Defense Health Agency (DHA),GA,,,,,,,"Jan 05, 2021",11/01/2021 16:58:30,,,Defense Health Agency (DHA),,,Ft. Gordon,,GA,,jamanetwork,Neurology,Supervisory Physician ( Neurology),careers.jamanetwork.com/job/110171061/supervisory-physician-neurology-/?LinkSource=PromotedJob
,Beaver Dam,SSM Health,WI,,,,aron.dolan@ssmhealth.com,,608-957-1429,"Nov 20, 2020",11/01/2021 16:58:31,,,SSM Health,,,Beaver Dam,,WI,,jamanetwork,Family Medicine,Physician - Family Medicine ,careers.jamanetwork.com/job/110168472/physician-family-medicine-/?LinkSource=PromotedJob
,Fond du Lac,SSM Health,WI,,,,Jennifer.nichols@ssmhealth.com,,608-260-3581,"Jan 05, 2021",11/01/2021 16:58:35,,,SSM Health,,,Fond du Lac,,WI,,jamanetwork,Psychiatry,Physician-Inpatient Adult Psychiatrist-SSM Agnesian Healthcare-St Agnes Hospital,careers.jamanetwork.com/job/110171034/physician-inpatient-adult-psychiatrist-ssm-agnesian-healthcare-st-agnes-hospital/?LinkSource=PromotedJob
,Bridgeton,SSM Health,MO,,,,,,,"Oct 27, 2020",11/01/2021 16:58:40,,,SSM Health,,,Bridgeton,,MO,,jamanetwork,Urology,Urologist - DePaul Hospital,careers.jamanetwork.com/job/110166765/urologist-depaul-hospital/?LinkSource=PromotedJob
,Saint Louis,SSM Health,MO,,,,,,,"Nov 05, 2020",11/01/2021 16:58:42,,,SSM Health,,,Saint Louis,,MO,,jamanetwork,Other Specialty,Reg VP-Mission Integration,careers.jamanetwork.com/job/110167474/reg-vp-mission-integration/?LinkSource=PromotedJob
,Hackensack,Hackensack Meridian Health,New Jersey,,,,nancy.massa@hmhn.org,,(732) 890-9339,"Dec 29, 2020",11/01/2021 16:58:43,,,Hackensack Meridian Health,,,Hackensack,,New Jersey,Full Time,jamanetwork,Emergency Medicine,Emergency Medicine Residency Program Director,careers.jamanetwork.com/job/110170624/emergency-medicine-residency-program-director/?LinkSource=PremiumListing
,Colorado Springs,Defense Health Agency (DHA),CO,,,,,,,"Jan 05, 2021",11/01/2021 16:58:46,,,Defense Health Agency (DHA),,,Colorado Springs,,CO,,jamanetwork,Psychiatry,Physician (Psychiatry),careers.jamanetwork.com/job/110171059/physician-psychiatry-/?LinkSource=PromotedJob
,Saint Louis,SSM Health,MO,,,,,,,"Oct 01, 2020",11/01/2021 16:58:46,,,SSM Health,,,Saint Louis,,MO,,jamanetwork,Gastroenterology,Physician - Gastroenterology - St Mary's,careers.jamanetwork.com/job/110164908/physician-gastroenterology-st-mary-s/?LinkSource=PromotedJob
,Fond du Lac,SSM Health,WI,,,,jennifer.nichols@ssmhealth.com,,608-260-3581,"Jan 05, 2021",11/01/2021 16:58:47,,,SSM Health,,,Fond du Lac,,WI,,jamanetwork,Psychiatry,Physician-Adult Psychiatrist Outpatient-SSM Agnesian Health,careers.jamanetwork.com/job/110171036/physician-adult-psychiatrist-outpatient-ssm-agnesian-health/?LinkSource=PromotedJob
,Janesville,SSM Health,WI,,,,,,,"Sep 03, 2020",11/01/2021 16:58:51,,,SSM Health,,,Janesville,,WI,,jamanetwork,Obstetrics,Physician (S) - OB/GYN St. Mary's Janesville,careers.jamanetwork.com/job/110163484/physician-s-ob-gyn-st-mary-s-janesville/?LinkSource=PromotedJob
